 Sw H + Iono O	South to North 	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
1.20E-07	-0.467097269	-2.53E-08	-0.425677253
-8.65E-08	-0.467097516	-3.42E-07	-0.425678082
1.64E-07	-0.46709829	2.87E-07	-0.425678745
-1.22E-07	-0.467098606	2.89E-07	-0.425680199
-1.54E-07	-0.467099388	-2.28E-07	-0.425680839
1.12E-07	-0.467099703	-2.65E-07	-0.425682088
4.78E-08	-0.4670999	2.10E-07	-0.42568267
7.34E-08	-0.467100239	2.22E-07	-0.425683762
-5.12E-08	-0.467100398	-1.67E-07	-0.425684294
-2.12E-08	-0.46710049	-7.42E-08	-0.425684519
-8.61E-09	-0.467100529	-1.02E-07	-0.425684966
-3.46E-09	-0.467100545	7.26E-08	-0.425685227
-6.77E-09	-0.467100574	1.07E-07	-0.425685684
4.53E-09	-0.467100589	-7.53E-08	-0.425685963
1.82E-09	-0.467100597	-1.07E-07	-0.425686427
3.58E-09	-0.467100612	7.73E-08	-0.425686699
-2.40E-09	-0.467100621	-1.47E-07	-0.425687339
-3.43E-07	-0.467101525	1.09E-07	-0.425687693
2.86E-07	-0.467102009	1.37E-07	-0.425688318
2.91E-07	-0.467103654	-9.94E-08	-0.425688664
-2.29E-07	-0.467104152	-4.26E-08	-0.425688801
-2.69E-07	-0.467105562	-6.53E-08	-0.425689076
2.12E-07	-0.467106016	4.56E-08	-0.425689247
3.15E-07	-0.467107496	7.28E-08	-0.425689548
-2.45E-07	-0.46710805	-5.04E-08	-0.42568974
-2.45E-07	-0.467109449	-3.60E-07	-0.425690806
1.94E-07	-0.467109859	2.98E-07	-0.42569153
2.24E-07	-0.467111045	3.09E-07	-0.425693062
-1.78E-07	-0.467111416	-2.54E-07	-0.425693688
-2.45E-07	-0.467112607	-1.20E-07	-0.425694015
1.90E-07	-0.46711304	-4.00E-07	-0.425695353
2.13E-07	-0.467114184	3.28E-07	-0.425696172
-1.57E-07	-0.467114599	3.46E-07	-0.425697876
-6.91E-08	-0.467114872	-2.83E-07	-0.425698591
-9.88E-08	-0.467115344	-2.83E-07	-0.425700019
6.98E-08	-0.467115554	2.17E-07	-0.425700675
2.93E-08	-0.467115679	2.23E-07	-0.425701786
4.83E-08	-0.467115896	-1.74E-07	-0.425702286
-3.33E-08	-0.467116002	-4.01E-07	-0.425703759
-5.62E-08	-0.467116252	3.27E-07	-0.425704593
3.86E-08	-0.467116377	3.51E-07	-0.425706304
1.58E-08	-0.467116447	-2.85E-07	-0.425707036
2.86E-08	-0.467116571	-3.08E-07	-0.425708533
-1.94E-08	-0.467116635	2.37E-07	-0.425709242
-7.85E-09	-0.467116671	2.41E-07	-0.425710449
-1.48E-08	-0.467116734	-1.89E-07	-0.425710987
9.97E-09	-0.467116767	-2.23E-07	-0.42571203
3.13E-07	-0.467117616	1.76E-07	-0.425712523
-2.61E-07	-0.467118061	1.88E-07	-0.425713441
-2.66E-07	-0.467119562	-1.40E-07	-0.425713892
2.09E-07	-0.467120019	-1.74E-07	-0.425714689
2.46E-07	-0.467121308	1.26E-07	-0.425715126
-1.94E-07	-0.467121725	1.56E-07	-0.425715842
-2.92E-07	-0.467123089	-1.16E-07	-0.425716221
2.27E-07	-0.467123601	-4.78E-07	-0.425717755
2.40E-07	-0.46712493	3.93E-07	-0.425718728
-1.92E-07	-0.467125323	4.13E-07	-0.425720763
-3.61E-07	-0.467126859	-3.38E-07	-0.42572161
2.92E-07	-0.467127422	-1.70E-07	-0.425722017
3.17E-07	-0.467129155	-1.80E-07	-0.425722901
-2.57E-07	-0.467129653	1.35E-07	-0.425723331
-2.59E-07	-0.467131125	1.66E-07	-0.425724093
1.97E-07	-0.467131602	-1.21E-07	-0.425724509
2.67E-07	-0.467132912	-3.19E-07	-0.425725637
-2.15E-07	-0.46713334	2.61E-07	-0.425726296
-3.75E-07	-0.467134986	2.78E-07	-0.425727656
3.03E-07	-0.467135574	-2.26E-07	-0.425728233
3.30E-07	-0.467137376	-2.39E-07	-0.425729407
-2.67E-07	-0.467137897	1.84E-07	-0.425729957
-2.70E-07	-0.46713943	2.10E-07	-0.425730952
2.06E-07	-0.467139929	-1.55E-07	-0.425731466
2.16E-07	-0.467141129	-1.79E-07	-0.425732311
-1.68E-07	-0.467141508	1.36E-07	-0.425732737
-2.03E-07	-0.467142557	1.77E-07	-0.425733531
1.59E-07	-0.467142908	-1.36E-07	-0.425733944
7.07E-08	-0.46714318	-5.91E-08	-0.42573413
1.04E-07	-0.467143671	-9.14E-08	-0.425734513
-7.43E-08	-0.467143887	6.46E-08	-0.425734749
1.43E-07	-0.467144551	-1.26E-07	-0.42573528
-1.05E-07	-0.46714483	9.14E-08	-0.425735594
-1.36E-07	-0.467145512	1.25E-07	-0.425736142
9.80E-08	-0.467145792	-8.89E-08	-0.425736461
4.18E-08	-0.467145966	-3.75E-08	-0.425736586
3.28E-07	-0.467146952	-6.03E-08	-0.425736835
-2.61E-07	-0.467147491	4.17E-08	-0.425736995
-3.51E-07	-0.467149217	3.08E-07	-0.425737903
2.72E-07	-0.467149839	-2.55E-07	-0.425738521
2.98E-07	-0.46715146	-2.64E-07	-0.425739831
-2.38E-07	-0.467151946	2.06E-07	-0.425740426
-2.68E-07	-0.467153384	2.47E-07	-0.425741571
2.14E-07	-0.46715382	-1.94E-07	-0.425742121
2.75E-07	-0.467155201	-3.04E-07	-0.425743388
-2.12E-07	-0.467155688	2.37E-07	-0.425744078
-2.14E-07	-0.467156906	1.10E-07	-0.425744385
1.69E-07	-0.467157267	1.36E-07	-0.425745008
3.58E-07	-0.467158727	-9.87E-08	-0.425745348
-2.91E-07	-0.467159281	-1.36E-07	-0.425745943
-3.14E-07	-0.467161001	9.65E-08	-0.42574629
2.54E-07	-0.467161489	3.65E-07	-0.425747479
2.56E-07	-0.467162946	-3.00E-07	-0.425748223
-1.95E-07	-0.467163415	-3.15E-07	-0.425749775
-2.03E-07	-0.467164551	2.58E-07	-0.425750423
1.58E-07	-0.467164906	2.58E-07	-0.425751723
3.85E-07	-0.467166403	-1.98E-07	-0.425752319
-3.14E-07	-0.467166994	-9.07E-08	-0.42575258
-3.36E-07	-0.467168844	-1.16E-07	-0.425753104
2.73E-07	-0.467169363	8.37E-08	-0.425753397
2.92E-07	-0.467170974	1.18E-07	-0.425753908
-2.25E-07	-0.467171498	-8.35E-08	-0.425754212
-1.03E-07	-0.467171875	-3.51E-08	-0.42575433
-3.14E-07	-0.467173015	-3.67E-07	-0.425755375
2.47E-07	-0.467173546	2.93E-07	-0.42575617
1.17E-07	-0.467173948	1.41E-07	-0.425756538
2.68E-07	-0.467175011	1.61E-07	-0.425757303
-2.10E-07	-0.467175472	-1.19E-07	-0.425757698
-3.36E-07	-0.467177001	-1.55E-07	-0.425758393
2.61E-07	-0.467177589	1.11E-07	-0.425758786
2.62E-07	-0.467179083	4.74E-08	-0.425758941
-2.08E-07	-0.467179518	1.95E-08	-0.425759009
-2.38E-07	-0.467180783	-3.88E-08	-0.425759163
1.89E-07	-0.467181175	-3.80E-07	-0.425760055
8.58E-08	-0.467181496	3.19E-07	-0.425760786
1.21E-07	-0.467182078	3.21E-07	-0.425762402
-8.75E-08	-0.467182327	-2.54E-07	-0.425763109
1.65E-07	-0.467183109	-2.93E-07	-0.425764493
-1.24E-07	-0.467183425	2.33E-07	-0.425765135
-1.54E-07	-0.467184211	2.45E-07	-0.425766341
1.12E-07	-0.467184523	-1.84E-07	-0.425766927
3.05E-07	-0.467185667	-2.00E-07	-0.425767899
-2.49E-07	-0.467186131	1.54E-07	-0.425768362
-2.65E-07	-0.467187597	1.92E-07	-0.425769239
2.16E-07	-0.467188005	-1.49E-07	-0.425769677
2.17E-07	-0.46718924	-2.70E-07	-0.425770747
-1.66E-07	-0.467189634	2.11E-07	-0.425771356
-1.92E-07	-0.46719065	3.56E-07	-0.4257728
1.41E-07	-0.467191031	-2.77E-07	-0.425773604
1.66E-07	-0.467191903	-2.77E-07	-0.425775003
-1.25E-07	-0.467192216	2.20E-07	-0.425775608
-4.42E-07	-0.46719376	2.52E-07	-0.425776802
3.63E-07	-0.467194423	-2.00E-07	-0.425777348
3.83E-07	-0.467196547	-2.09E-07	-0.425778381
-3.13E-07	-0.467197128	1.57E-07	-0.425778879
-3.13E-07	-0.467198913	1.92E-07	-0.425779763
2.40E-07	-0.467199477	-1.40E-07	-0.425780241
2.46E-07	-0.467200863	-3.57E-07	-0.425781513
-1.93E-07	-0.467201286	2.91E-07	-0.425782251
-2.28E-07	-0.467202479	3.11E-07	-0.42578377
1.80E-07	-0.467202866	-2.53E-07	-0.425784417
1.93E-07	-0.467203927	-2.54E-07	-0.425785694
-1.44E-07	-0.467204296	1.94E-07	-0.425786284
-1.80E-07	-0.467205212	8.83E-08	-0.425786541
1.30E-07	-0.467205576	1.15E-07	-0.425787055
1.62E-07	-0.467206401	-8.24E-08	-0.425787346
-1.20E-07	-0.467206714	-1.17E-07	-0.425787852
-1.65E-07	-0.467207516	8.29E-08	-0.425788155
1.24E-07	-0.467207825	3.48E-08	-0.425788272
3.14E-07	-0.46720903	5.72E-08	-0.425788506
-2.46E-07	-0.467209566	-3.94E-08	-0.425788658
-1.16E-07	-0.467209969	-3.31E-07	-0.425789619
-2.76E-07	-0.467211052	2.74E-07	-0.425790281
2.17E-07	-0.467211525	2.83E-07	-0.425791687
2.35E-07	-0.467212811	-2.21E-07	-0.425792324
-1.75E-07	-0.467213262	-2.64E-07	-0.425793552
-1.95E-07	-0.467214315	2.07E-07	-0.42579414
1.49E-07	-0.467214672	2.24E-07	-0.42579523
1.90E-07	-0.467215629	-1.67E-07	-0.42579577
-1.46E-07	-0.467215968	-1.86E-07	-0.425796662
-6.42E-08	-0.467216221	1.42E-07	-0.425797095
-9.74E-08	-0.467216675	4.26E-07	-0.425798554
6.91E-08	-0.467216879	-3.49E-07	-0.425799429
-1.34E-07	-0.467217495	-3.70E-07	-0.425801243
9.80E-08	-0.467217762	3.01E-07	-0.425802008
1.31E-07	-0.467218408	3.02E-07	-0.42580353
-9.36E-08	-0.467218679	-2.31E-07	-0.42580423
-3.97E-08	-0.467218846	-2.38E-07	-0.425805415
-6.31E-08	-0.467219134	1.86E-07	-0.425805949
4.37E-08	-0.467219271	2.22E-07	-0.42580698
3.04E-07	-0.467220202	-1.74E-07	-0.425807473
-2.51E-07	-0.467220645	-7.80E-08	-0.425807707
-3.26E-07	-0.467222274	-1.13E-07	-0.425808193
2.61E-07	-0.467222798	8.12E-08	-0.425808481
2.91E-07	-0.467224366	-1.55E-07	-0.425809153
-2.33E-07	-0.467224833	1.15E-07	-0.42580953
-2.39E-07	-0.46722618	1.47E-07	-0.425810194
1.81E-07	-0.467226625	-1.06E-07	-0.425810565
8.15E-08	-0.467226933	-3.15E-07	-0.425811646
1.09E-07	-0.46722747	2.57E-07	-0.425812293
-7.79E-08	-0.467227696	2.73E-07	-0.425813633
-1.13E-07	-0.467228232	-2.23E-07	-0.425814199
7.96E-08	-0.467228472	-1.04E-07	-0.425814488
3.33E-08	-0.467228615	-1.38E-07	-0.425815102
5.54E-08	-0.467228863	1.01E-07	-0.425815445
-3.81E-08	-0.467228985	-1.86E-07	-0.425816278
-6.08E-08	-0.467229262	1.41E-07	-0.425816714
-3.92E-07	-0.46723013	1.67E-07	-0.425817495
3.19E-07	-0.46723074	-1.22E-07	-0.425817909
1.58E-07	-0.467231237	-5.30E-08	-0.425818077
2.51E-07	-0.467232383	-7.85E-08	-0.425818411
-1.95E-07	-0.467232822	5.51E-08	-0.425818616
-3.41E-07	-0.467234319	8.58E-08	-0.425818974
2.66E-07	-0.467234912	-5.97E-08	-0.425819199
2.66E-07	-0.467236429	-2.47E-08	-0.425819285
-2.11E-07	-0.467236868	-4.28E-08	-0.425819456
-2.41E-07	-0.467238152	2.92E-08	-0.425819571
1.92E-07	-0.467238547	4.86E-08	-0.425819769
2.00E-07	-0.467239663	3.84E-07	-0.425820647
-1.51E-07	-0.467240039	-3.11E-07	-0.425821454
-1.83E-07	-0.467240984	-1.54E-07	-0.425821836
1.33E-07	-0.467241352	-6.84E-08	-0.425822043
1.62E-07	-0.46724219	-1.01E-07	-0.425822473
-1.21E-07	-0.467242501	7.19E-08	-0.425822729
-1.64E-07	-0.467243305	-1.38E-07	-0.425823324
1.24E-07	-0.467243611	1.02E-07	-0.425823661
2.99E-07	-0.467244778	1.32E-07	-0.425824253
-2.35E-07	-0.46724529	-9.48E-08	-0.425824587
-1.11E-07	-0.467245674	-4.04E-08	-0.425824719
-1.33E-07	-0.467246364	-6.30E-08	-0.425824982
9.69E-08	-0.46724663	4.38E-08	-0.425825148
1.31E-07	-0.467247271	7.09E-08	-0.42582544
-9.34E-08	-0.467247543	-4.90E-08	-0.425825628
-3.31E-07	-0.467248699	-2.02E-08	-0.425825698
2.72E-07	-0.467249195	-8.16E-09	-0.425825727
2.86E-07	-0.467250785	1.63E-08	-0.42582579
-2.34E-07	-0.46725122	3.62E-07	-0.425826696
-1.09E-07	-0.467251606	-3.04E-07	-0.425827401
-3.93E-07	-0.467252972	-3.44E-07	-0.425829039
3.23E-07	-0.467253561	2.75E-07	-0.425829781
3.40E-07	-0.467255448	3.09E-07	-0.425831258
-2.78E-07	-0.467255964	-2.47E-07	-0.425831923
-2.78E-07	-0.46725755	-3.14E-07	-0.425833345
2.13E-07	-0.467258051	2.43E-07	-0.425834062
9.77E-08	-0.467258409	2.45E-07	-0.425835293
4.16E-08	-0.467258583	-1.93E-07	-0.425835835
6.84E-08	-0.46725889	-2.25E-07	-0.425836892
-4.76E-08	-0.467259038	1.78E-07	-0.425837386
9.39E-08	-0.467259457	1.88E-07	-0.425838311
-6.69E-08	-0.467259653	-1.41E-07	-0.425838761
-9.84E-08	-0.467260117	-1.74E-07	-0.42583956
6.92E-08	-0.467260327	1.26E-07	-0.425839996
3.37E-07	-0.467261423	3.35E-07	-0.425841179
-2.78E-07	-0.46726192	-2.73E-07	-0.42584187
-3.74E-07	-0.467263757	-2.91E-07	-0.425843298
3.17E-07	-0.467264246	2.37E-07	-0.425843903
1.57E-07	-0.467264744	1.10E-07	-0.425844212
3.67E-07	-0.467266189	4.14E-07	-0.425845563
-2.99E-07	-0.467266752	-3.40E-07	-0.425846406
-3.21E-07	-0.467268516	-3.57E-07	-0.425848168
2.61E-07	-0.467269012	2.92E-07	-0.425848903
2.62E-07	-0.467270503	2.92E-07	-0.425850379
-2.00E-07	-0.467270981	-2.25E-07	-0.425851055
-9.09E-08	-0.467271318	-1.03E-07	-0.425851351
-1.18E-07	-0.467271909	-1.32E-07	-0.425851946
8.51E-08	-0.467272152	9.50E-08	-0.425852278
1.21E-07	-0.467272733	4.05E-08	-0.42585241
-8.57E-08	-0.467272989	6.29E-08	-0.425852673
-3.59E-08	-0.467273143	-4.38E-08	-0.425852839
-5.92E-08	-0.467273409	-7.05E-08	-0.42585313
4.08E-08	-0.467273539	4.88E-08	-0.425853316
6.45E-08	-0.467273834	2.01E-08	-0.425853386
3.99E-07	-0.467274709	3.54E-08	-0.425853527
-3.24E-07	-0.467275326	-2.41E-08	-0.425853623
-1.61E-07	-0.467275831	-9.80E-09	-0.425853657
-7.18E-08	-0.467276106	-1.82E-08	-0.425853729
-1.05E-07	-0.467276602	1.23E-08	-0.425853778
7.50E-08	-0.467276819	-2.46E-08	-0.425853875
-1.43E-07	-0.467277489	1.66E-08	-0.425853941
1.06E-07	-0.467277768	6.69E-09	-0.425853965
3.35E-07	-0.467278974	1.28E-08	-0.425854015
-2.64E-07	-0.46727954	-8.60E-09	-0.42585405
-1.25E-07	-0.46727997	-1.62E-08	-0.425854113
-1.48E-07	-0.467280745	-3.71E-07	-0.425855042
1.08E-07	-0.46728104	2.99E-07	-0.425855832
1.45E-07	-0.467281755	1.46E-07	-0.425856203
-1.04E-07	-0.467282056	1.62E-07	-0.425856983
-3.57E-07	-0.467283309	-1.20E-07	-0.425857379
2.92E-07	-0.467283844	-1.54E-07	-0.425858075
3.08E-07	-0.467285556	1.11E-07	-0.425858464
-2.52E-07	-0.467286025	4.75E-08	-0.425858618
-2.52E-07	-0.467287464	7.36E-08	-0.425858926
1.94E-07	-0.467287919	-5.12E-08	-0.425859119
2.38E-07	-0.46728914	-2.12E-08	-0.425859192
-1.90E-07	-0.467289523	-3.66E-08	-0.42585934
-3.42E-07	-0.467291007	2.50E-08	-0.425859438
2.77E-07	-0.467291542	4.38E-08	-0.425859613
3.01E-07	-0.467293187	-2.99E-08	-0.425859731
-2.44E-07	-0.46729366	-1.22E-08	-0.425859774
-2.46E-07	-0.467295058	-2.25E-08	-0.425859863
1.88E-07	-0.467295512	1.52E-08	-0.425859924
8.49E-08	-0.467295829	3.51E-07	-0.425860878
1.12E-07	-0.467296384	-2.92E-07	-0.425861571
-8.02E-08	-0.467296615	-3.53E-07	-0.425863205
-1.15E-07	-0.467297165	2.83E-07	-0.425863964
8.13E-08	-0.467297408	3.16E-07	-0.42586548
3.40E-08	-0.467297554	-2.54E-07	-0.425866158
5.63E-08	-0.467297807	-2.61E-07	-0.425867457
-3.88E-08	-0.467297931	1.97E-07	-0.425868074
-3.36E-07	-0.467298931	2.91E-07	-0.425869315
2.79E-07	-0.467299418	-2.35E-07	-0.425869934
2.88E-07	-0.467301033	-2.59E-07	-0.425871181
-2.25E-07	-0.46730153	2.08E-07	-0.42587173
-2.68E-07	-0.467302927	2.12E-07	-0.425872792
2.11E-07	-0.467303384	-1.61E-07	-0.425873291
2.27E-07	-0.467304631	-1.92E-07	-0.425874184
-1.70E-07	-0.467305067	1.40E-07	-0.42587466
-1.89E-07	-0.467306085	3.34E-07	-0.425875873
1.44E-07	-0.467306429	-2.72E-07	-0.425876565
4.32E-07	-0.467308006	-2.91E-07	-0.425877987
-3.54E-07	-0.467308659	2.37E-07	-0.425878594
-3.75E-07	-0.467310734	2.38E-07	-0.425879792
3.06E-07	-0.467311307	-1.82E-07	-0.425880346
3.06E-07	-0.467313054	-2.12E-07	-0.425881342
-2.35E-07	-0.467313609	1.56E-07	-0.425881864
-2.41E-07	-0.467314966	1.83E-07	-0.425882722
1.89E-07	-0.467315383	-1.38E-07	-0.42588316
2.25E-07	-0.467316555	-1.83E-07	-0.425883973
-1.77E-07	-0.467316938	1.39E-07	-0.425884401
-2.73E-07	-0.467318199	1.64E-07	-0.425885167
2.12E-07	-0.467318677	-1.20E-07	-0.425885572
3.73E-07	-0.46732031	-5.21E-08	-0.425885738
-2.91E-07	-0.467320958	-7.69E-08	-0.425886065
-2.95E-07	-0.467322629	5.40E-08	-0.425886265
2.35E-07	-0.467323112	8.39E-08	-0.425886616
2.66E-07	-0.467324535	-5.84E-08	-0.425886837
-2.12E-07	-0.467324969	-2.42E-08	-0.42588692
-2.78E-07	-0.467326353	-4.18E-08	-0.425887088
2.15E-07	-0.467326845	2.86E-08	-0.4258872
2.17E-07	-0.467328078	1.16E-08	-0.425887241
-1.71E-07	-0.467328443	2.14E-08	-0.425887325
-3.60E-07	-0.467329915	-1.45E-08	-0.425887383
2.93E-07	-0.467330472	2.89E-08	-0.425887497
3.16E-07	-0.467332204	-1.95E-08	-0.425887575
-2.56E-07	-0.467332695	-7.89E-09	-0.425887604
-2.58E-07	-0.467334162	-1.50E-08	-0.425887662
1.97E-07	-0.467334634	1.01E-08	-0.425887703
2.05E-07	-0.467335778	3.62E-07	-0.425888675
-1.59E-07	-0.467336135	-3.02E-07	-0.425889389
-3.88E-07	-0.467337643	-3.61E-07	-0.425891069
3.16E-07	-0.467338237	2.89E-07	-0.425891845
3.39E-07	-0.467340102	3.24E-07	-0.425893396
-2.75E-07	-0.467340625	-2.60E-07	-0.42589409
-2.76E-07	-0.4673422	-3.24E-07	-0.42589557
2.11E-07	-0.467342703	2.51E-07	-0.425896311
9.61E-08	-0.467343059	2.53E-07	-0.425897584
1.25E-07	-0.467343684	-2.00E-07	-0.425898144
-8.98E-08	-0.467343941	-4.26E-07	-0.425899743
-3.83E-08	-0.4673441	3.46E-07	-0.42590063
-5.99E-08	-0.467344375	3.73E-07	-0.425902446
4.16E-08	-0.467344505	-3.02E-07	-0.425903226
6.75E-08	-0.467344811	-3.32E-07	-0.425904829
-4.66E-08	-0.467344958	2.56E-07	-0.425905592
-1.92E-08	-0.467345043	2.60E-07	-0.425906893
-7.76E-09	-0.467345079	-2.04E-07	-0.425907471
1.55E-08	-0.467345144	-2.40E-07	-0.425908594
3.49E-07	-0.467346016	1.89E-07	-0.425909123
-2.92E-07	-0.467346501	2.02E-07	-0.425910112
-2.96E-07	-0.467348179	-1.51E-07	-0.425910596
2.33E-07	-0.467348679	-2.55E-07	-0.425911631
2.72E-07	-0.467350111	2.06E-07	-0.425912169
-2.15E-07	-0.467350566	3.38E-07	-0.425913557
-2.28E-07	-0.467351828	-2.73E-07	-0.425914271
1.71E-07	-0.46735226	-2.99E-07	-0.425915718
7.60E-08	-0.467352554	2.41E-07	-0.42591635
1.05E-07	-0.467353063	2.45E-07	-0.425917578
-7.45E-08	-0.467353283	-1.86E-07	-0.425918154
-2.84E-07	-0.467354257	-8.41E-08	-0.425918402
2.34E-07	-0.467354681	-3.56E-08	-0.42591852
2.45E-07	-0.467356046	-5.96E-08	-0.425918762
-1.91E-07	-0.467356478	4.13E-08	-0.425918919
-2.31E-07	-0.467357673	-8.18E-08	-0.425919254
1.81E-07	-0.467358073	5.79E-08	-0.425919465
1.98E-07	-0.46735915	8.71E-08	-0.425919834
-1.47E-07	-0.467359532	-6.10E-08	-0.425920061
-6.50E-08	-0.467359787	-2.54E-08	-0.425920148
-9.15E-08	-0.467360227	-4.31E-08	-0.425920322
6.48E-08	-0.46736042	2.95E-08	-0.425920437
9.75E-08	-0.467360876	1.21E-08	-0.425920479
-6.83E-08	-0.467361085	4.87E-09	-0.425920497
-2.84E-08	-0.467361208	1.95E-09	-0.425920504
-1.15E-08	-0.46736126	3.85E-09	-0.425920519
2.30E-08	-0.467361358	-2.57E-09	-0.425920529
3.66E-07	-0.467362256	-3.75E-07	-0.425921518
-3.07E-07	-0.467362762	3.13E-07	-0.425922254
-3.10E-07	-0.467364524	3.19E-07	-0.425923849
2.44E-07	-0.467365047	-2.64E-07	-0.425924485
2.85E-07	-0.467366548	-1.26E-07	-0.425924822
-2.25E-07	-0.467367022	-1.61E-07	-0.425925547
-2.38E-07	-0.467368343	1.19E-07	-0.42592594
1.79E-07	-0.467368795	-2.13E-07	-0.42592691
7.96E-08	-0.467369102	1.64E-07	-0.4259274
1.09E-07	-0.467369635	1.87E-07	-0.425928287
-7.79E-08	-0.467369864	-1.38E-07	-0.425928746
-2.95E-07	-0.467370877	-2.90E-07	-0.425929841
2.43E-07	-0.467371318	2.36E-07	-0.425930446
2.55E-07	-0.467372736	3.67E-07	-0.42593198
-1.98E-07	-0.467373184	-2.96E-07	-0.425932756
-2.40E-07	-0.467374426	-3.25E-07	-0.425934325
1.88E-07	-0.467374841	2.62E-07	-0.425935013
2.06E-07	-0.467375961	2.66E-07	-0.425936347
-1.53E-07	-0.467376357	-2.02E-07	-0.425936973
-6.75E-08	-0.467376622	-2.84E-07	-0.425938207
-2.82E-08	-0.467376743	2.28E-07	-0.425938811
-4.89E-08	-0.467376958	2.52E-07	-0.425940027
3.36E-08	-0.467377066	-2.03E-07	-0.425940565
-6.68E-08	-0.467377358	-2.07E-07	-0.425941601
4.68E-08	-0.467377502	1.57E-07	-0.42594209
1.92E-08	-0.467377587	1.88E-07	-0.425942963
-3.83E-08	-0.467377751	-1.37E-07	-0.425943428
-3.88E-07	-0.467378667	-3.29E-07	-0.425944622
3.26E-07	-0.467379197	2.68E-07	-0.425945303
3.54E-07	-0.467381135	2.87E-07	-0.425946706
-2.99E-07	-0.467381612	-2.33E-07	-0.425947303
-1.46E-07	-0.467382086	-1.08E-07	-0.425947607
-3.70E-07	-0.467383505	-1.45E-07	-0.425948251
3.02E-07	-0.467384069	1.06E-07	-0.425948612
3.22E-07	-0.467385845	-1.96E-07	-0.425949488
-2.62E-07	-0.467386341	1.49E-07	-0.425949949
-2.63E-07	-0.467387841	1.77E-07	-0.425950774
2.01E-07	-0.467388319	-1.29E-07	-0.425951212
2.08E-07	-0.467389486	-5.60E-08	-0.42595139
-1.62E-07	-0.467389847	-2.32E-08	-0.42595147
-3.86E-07	-0.467391359	4.61E-08	-0.425951655
3.14E-07	-0.46739195	3.50E-07	-0.425952449
3.37E-07	-0.467393805	-2.95E-07	-0.425953118
-2.74E-07	-0.467394325	-3.11E-07	-0.425954649
-2.94E-07	-0.467395943	2.48E-07	-0.425955323
2.27E-07	-0.46739647	2.80E-07	-0.425956661
2.31E-07	-0.467397774	-2.24E-07	-0.425957265
-1.81E-07	-0.467398168	-2.32E-07	-0.425958418
-2.13E-07	-0.467399286	1.75E-07	-0.425958968
1.68E-07	-0.467399645	1.88E-07	-0.425959886
7.56E-08	-0.467399932	-1.45E-07	-0.425960317
1.09E-07	-0.46740045	-1.79E-07	-0.425961138
-7.82E-08	-0.467400675	1.33E-07	-0.425961572
1.49E-07	-0.467401374	-2.34E-07	-0.425962652
-1.11E-07	-0.467401661	1.82E-07	-0.425963184
-3.32E-07	-0.467402871	2.03E-07	-0.425964156
2.61E-07	-0.467403433	-1.50E-07	-0.425964649
1.24E-07	-0.467403858	-1.71E-07	-0.425965463
5.36E-08	-0.467404075	1.30E-07	-0.425965866
8.39E-08	-0.46740446	4.21E-07	-0.425967285
-5.91E-08	-0.467404639	-3.45E-07	-0.425968148
1.15E-07	-0.467405164	-3.65E-07	-0.425969943
-8.37E-08	-0.467405398	2.98E-07	-0.425970696
-3.51E-08	-0.467405548	2.98E-07	-0.425972202
6.94E-08	-0.467405855	-2.29E-07	-0.425972892
3.95E-07	-0.467406706	-2.83E-07	-0.42597419
-3.34E-07	-0.467407232	2.27E-07	-0.425974797
-3.39E-07	-0.467409155	2.53E-07	-0.425976012
2.86E-07	-0.467409616	-2.03E-07	-0.425976554
1.39E-07	-0.46741007	-2.09E-07	-0.425977595
3.61E-07	-0.467411445	1.58E-07	-0.425978088
-2.95E-07	-0.467411995	1.90E-07	-0.425978968
-3.14E-07	-0.467413731	-1.38E-07	-0.425979439
2.56E-07	-0.467414214	-1.67E-07	-0.425980212
2.57E-07	-0.467415678	1.25E-07	-0.425980612
-1.96E-07	-0.467416145	1.68E-07	-0.425981355
-2.03E-07	-0.467417283	-1.27E-07	-0.42598175
1.58E-07	-0.467417635	-1.52E-07	-0.425982457
3.75E-07	-0.467419107	1.11E-07	-0.425982834
-3.06E-07	-0.467419683	4.80E-08	-0.425982987
-3.28E-07	-0.467421487	7.15E-08	-0.42598329
2.66E-07	-0.467421994	-5.01E-08	-0.425983476
2.68E-07	-0.467423518	-7.84E-08	-0.425983803
-2.04E-07	-0.467424006	5.45E-08	-0.425984009
-2.12E-07	-0.467425193	2.25E-08	-0.425984087
1.65E-07	-0.467425561	3.91E-08	-0.425984244
3.96E-07	-0.46742711	-2.67E-08	-0.425984349
-3.23E-07	-0.467427716	-3.21E-07	-0.425985254
-3.46E-07	-0.467429621	2.66E-07	-0.425985891
2.81E-07	-0.467430154	2.74E-07	-0.425987256
2.82E-07	-0.467431763	-2.14E-07	-0.425987869
-2.16E-07	-0.467432277	-2.55E-07	-0.425989057
-2.23E-07	-0.46743353	2.00E-07	-0.425989622
1.74E-07	-0.467433918	3.08E-07	-0.425990916
2.09E-07	-0.467435004	-2.40E-07	-0.425991614
-1.64E-07	-0.467435361	-2.40E-07	-0.425992825
-7.33E-08	-0.467435642	1.90E-07	-0.425993351
-1.07E-07	-0.467436149	3.84E-07	-0.425994817
7.65E-08	-0.46743637	-3.11E-07	-0.425995618
-1.46E-07	-0.467437055	-3.37E-07	-0.425997256
